,n_estimates,max_d,min_samples_split,mins_samples_leaf,TN,FN,FP,TP,roc_auc
418,400,10,7,4,21595,1408,8782,1853,0.6395651489782438
419,400,10,7,5,21668,1426,8709,1835,0.638006826348842
420,400,11,2,1,23127,1612,7250,1649,0.633502846781916
421,400,11,2,2,22679,1549,7698,1712,0.6357884603315322
422,400,11,2,3,22576,1532,7801,1729,0.6366996611134228
423,400,11,2,4,22455,1522,7922,1739,0.6362412947052363
424,400,11,2,5,22223,1478,8154,1783,0.6391690129105065
425,400,11,3,1,22962,1589,7415,1672,0.6343135018275955
426,400,11,3,2,22694,1541,7683,1720,0.6372619752571278
427,400,11,3,3,22628,1522,7749,1739,0.6390888438378037
428,400,11,3,4,22488,1520,7889,1741,0.6370911232177195
429,400,11,3,5,22367,1494,8010,1767,0.6390859920134584
430,400,11,4,1,23045,1610,7332,1651,0.6324597958132129
431,400,11,4,2,22743,1557,7634,1704,0.6356152713104037
432,400,11,4,3,22575,1531,7802,1730,0.6368365284920925
433,400,11,4,4,22485,1511,7892,1750,0.638421688555201
434,400,11,4,5,22361,1505,8016,1756,0.6373006338813065
435,400,11,5,1,22938,1585,7439,1676,0.634531774910764
436,400,11,5,2,22847,1583,7530,1678,0.6333405855478809
437,400,11,5,3,22458,1514,7919,1747,0.6375172917719255
438,400,11,5,4,22425,1507,7952,1754,0.6380474080616501
439,400,11,5,5,22214,1488,8163,1773,0.6374876025138736
440,400,11,6,1,22981,1590,7396,1671,0.6344729112372851
441,400,11,6,2,22866,1573,7511,1688,0.6351865941602693
442,400,11,6,3,22463,1519,7914,1742,0.6368329548785765
443,400,11,6,4,22535,1508,7842,1753,0.6397046612347136
444,400,11,6,5,22387,1481,7990,1780,0.6414084420481583
445,400,11,7,1,22915,1581,7462,1680,0.634766507815508
446,400,11,7,2,22734,1539,7643,1722,0.6382270225206398
447,400,11,7,3,22657,1530,7720,1731,0.6383395610615316
448,400,11,7,4,22380,1495,7997,1766,0.6391466424936949
449,400,11,7,5,22188,1483,8189,1778,0.6378262831541363
450,400,12,2,1,24212,1763,6165,1498,0.6282093459543268
451,400,12,2,2,23816,1700,6561,1561,0.6313508702258706
452,400,12,2,3,23394,1624,6983,1637,0.63605769273964
453,400,12,2,4,23154,1609,7223,1652,0.6344072435651915
454,400,12,2,5,23025,1599,7352,1662,0.6338171985844009
455,400,12,3,1,24123,1756,6254,1505,0.6278177122358216
456,400,12,3,2,23845,1698,6532,1563,0.6321348594520518
457,400,12,3,3,23431,1658,6946,1603,0.6314535813295936
458,400,12,3,4,23169,1607,7208,1654,0.6349607952893151
459,400,12,3,5,22962,1586,7415,1675,0.6347734834283314
460,400,12,4,1,23912,1715,6465,1546,0.630631105093442
461,400,12,4,2,23724,1689,6653,1572,0.6315231658436201
462,400,12,4,3,23642,1686,6735,1575,0.6306334420751623
463,400,12,4,4,23276,1621,7101,1640,0.6345754153944628
464,400,12,4,5,22979,1568,7398,1693,0.6378131899995313
465,400,12,5,1,24072,1748,6305,1513,0.6282048789374319
466,400,12,5,2,23644,1672,6733,1589,0.6328129425217478
467,400,12,5,3,23406,1640,6971,1621,0.633801975394621
468,400,12,5,4,23276,1631,7101,1630,0.6330421433920095
469,400,12,5,5,23077,1591,7300,1670,0.6358997269082913
470,400,12,6,1,23861,1728,6516,1533,0.6277984005899007
471,400,12,6,2,23659,1687,6718,1574,0.630759931841701
472,400,12,6,3,23448,1652,6929,1609,0.6326533614978496
473,400,12,6,4,23270,1616,7107,1645,0.6352432924662362
474,400,12,6,5,23117,1599,7260,1662,0.63533150216935
475,400,12,7,1,23806,1700,6571,1561,0.6311862720101152
476,400,12,7,2,23578,1667,6799,1594,0.6324932302989892
477,400,12,7,3,23430,1640,6947,1621,0.6341970111124339
478,400,12,7,4,23162,1610,7215,1651,0.6343855949375503
479,400,12,7,5,23130,1599,7247,1662,0.635545479849832
480,500,5,2,1,19332,1210,11045,2051,0.6326753584013842
481,500,5,2,2,19164,1206,11213,2055,0.6305234171776759
482,500,5,2,3,19306,1207,11071,2054,0.6327073846411562
483,500,5,2,4,19439,1219,10938,2042,0.6330566145077584
484,500,5,2,5,19406,1228,10971,2033,0.6311334955935579
485,500,5,3,1,19472,1217,10905,2044,0.6339064430202416
486,500,5,3,2,19326,1212,11051,2049,0.6322699450714404
487,500,5,3,3,19169,1186,11208,2075,0.6336722602904598
488,500,5,3,4,19221,1207,11156,2054,0.6313082998072358
489,500,5,3,5,19331,1195,11046,2066,0.6349588065834885
490,500,5,4,1,19275,1209,11102,2052,0.631890475771824
491,500,5,4,2,19273,1207,11104,2054,0.6321642105291636
492,500,5,4,3,19424,1224,10953,2037,0.6320430811828988
493,500,5,4,4,19273,1194,11104,2067,0.6341574641323529
494,500,5,4,5,19360,1216,11017,2045,0.6322162702040272
495,500,5,5,1,19423,1209,10954,2052,0.6343265293650031
496,500,5,5,2,19238,1190,11139,2071,0.6341946791781905
497,500,5,5,3,19243,1205,11134,2056,0.6319770702823883
498,500,5,5,4,19122,1192,11255,2069,0.6319786854749377
499,500,5,5,5,19331,1205,11046,2056,0.6334255345810352
500,500,5,6,1,19324,1212,11053,2049,0.6322370254282892
501,500,5,6,2,19226,1195,11151,2066,0.6332305253180573
502,500,5,6,3,19046,1182,11331,2079,0.6322610110376504
503,500,5,6,4,19341,1212,11036,2049,0.6325168423950733
504,500,5,6,5,19335,1213,11042,2048,0.6322647562653748
505,500,5,7,1,19437,1223,10940,2038,0.6324103860636261
506,500,5,7,2,19343,1217,11034,2044,0.6317831260369977
507,500,5,7,3,19549,1231,10828,2030,0.6330272684781233
508,500,5,7,4,19457,1221,10920,2040,0.6330462368956274
509,500,5,7,5,19241,1200,11136,2061,0.6327107866404639
510,500,6,2,1,19493,1206,10884,2055,0.6359386984760265
511,500,6,2,2,19507,1214,10870,2047,0.6349425183761214
512,500,6,2,3,19442,1198,10935,2063,0.6363258651776369
513,500,6,2,4,19472,1196,10905,2065,0.6371263142253936
514,500,6,2,5,19459,1198,10918,2063,0.6366056821444209
515,500,6,3,1,19514,1206,10863,2055,0.6362843547291127
516,500,6,3,2,19530,1208,10847,2053,0.6362410574738306
517,500,6,3,3,19677,1228,10700,2033,0.6355941072405277
518,500,6,3,4,19579,1217,10798,2044,0.6356676439288238
519,500,6,3,5,19416,1193,10961,2068,0.6366645458178996
520,500,6,4,1,19458,1209,10919,2052,0.6349026231201467
521,500,6,4,2,19482,1210,10895,2051,0.6351443316377143
522,500,6,4,3,19616,1210,10761,2051,0.6373499477288359
523,500,6,4,4,19324,1181,11053,2080,0.6369901686358943
524,500,6,4,5,19370,1194,11007,2067,0.6357540668251798
525,500,6,5,1,19332,1194,11045,2067,0.6351285936053094
526,500,6,5,2,19418,1183,10959,2078,0.6382307374635039
527,500,6,5,3,19518,1211,10859,2050,0.6355835580141882
528,500,6,5,4,19266,1172,11111,2089,0.6374154437867211
529,500,6,5,5,19253,1188,11124,2073,0.6347482309023141
530,500,6,6,1,19246,1181,11131,2080,0.6357063025530025
531,500,6,6,2,19441,1214,10936,2047,0.633856170152136
532,500,6,6,3,19413,1200,10964,2061,0.6355418759514557
533,500,6,6,4,19526,1202,10851,2059,0.6370951813890003
534,500,6,6,5,19538,1220,10839,2041,0.634532809643491
535,500,6,7,1,19340,1200,11037,2061,0.6343403089764417
536,500,6,7,2,19483,1203,10894,2058,0.6362340818610072
537,500,6,7,3,19537,1213,10840,2048,0.6355896402236326
538,500,6,7,4,19379,1201,10998,2060,0.6348289148176423
539,500,6,7,5,19633,1220,10744,2041,0.6360964926931667
540,500,7,2,1,19831,1228,10546,2033,0.63812891976316
541,500,7,2,2,19700,1206,10677,2055,0.6393458815421621
542,500,7,2,3,19839,1221,10538,2040,0.6393338887374814
543,500,7,2,4,19680,1196,10697,2065,0.6405499571131046
544,500,7,2,5,19826,1222,10551,2039,0.6389665838567541
545,500,7,3,1,19761,1211,10616,2050,0.639583294657043
546,500,7,3,2,19832,1222,10545,2039,0.6390653427862073
547,500,7,3,3,19886,1225,10491,2036,0.6394941915505502
548,500,7,3,4,19765,1208,10612,2053,0.6401091155440811
549,500,7,3,5,19959,1240,10418,2021,0.6383958505218844
550,500,7,4,1,19953,1250,10424,2011,0.636763819589978
551,500,7,4,2,20007,1233,10370,2028,0.6402592123592273
552,500,7,4,3,19870,1217,10507,2044,0.6404574520073042
553,500,7,4,4,19726,1213,10651,2048,0.6387005465014087
554,500,7,4,5,19832,1223,10545,2038,0.6389120155859621
555,500,7,5,1,19895,1233,10482,2028,0.6384157123427675
556,500,7,5,2,19988,1247,10389,2014,0.6377998949458575
557,500,7,5,3,19994,1233,10383,2028,0.6400452346787454
558,500,7,5,4,19806,1226,10571,2035,0.6380240786242621
559,500,7,5,5,19797,1214,10580,2047,0.6397158666330263
560,500,7,6,1,19835,1227,10542,2034,0.6383480862497073
561,500,7,6,2,19912,1238,10465,2023,0.6379288933083249
562,500,7,6,3,19666,1224,10711,2037,0.6360263580041781
563,500,7,6,4,19879,1229,10498,2032,0.6387656639985402
564,500,7,6,5,19799,1221,10578,2040,0.63867549587446
565,500,7,7,1,19870,1226,10507,2035,0.6390775072050964
566,500,7,7,2,19900,1238,10477,2023,0.6377313754494185
567,500,7,7,3,19720,1207,10657,2054,0.6395217507734273
568,500,7,7,4,19822,1229,10555,2032,0.6378274541687348
569,500,7,7,5,19716,1217,10661,2044,0.637922639484672
570,500,8,2,1,20359,1249,10018,2012,0.6435998343498901
571,500,8,2,2,20603,1292,9774,1969,0.6410229612037714
572,500,8,2,3,20396,1258,9981,2003,0.642828902945977
573,500,8,2,4,20316,1251,10061,2010,0.6425854076216514
574,500,8,2,5,20315,1255,10062,2006,0.6419556389990947
575,500,8,3,1,20497,1277,9880,1984,0.6415781281204447
576,500,8,3,2,20448,1265,9929,1996,0.6426115232661875
577,500,8,3,3,20413,1271,9964,1990,0.6411154663095718
578,500,8,3,4,20252,1249,10125,2012,0.6418386334413079
579,500,8,3,5,20399,1265,9978,1996,0.6418049920089864
580,500,8,4,1,20486,1291,9891,1970,0.6392504892796793
581,500,8,4,2,20541,1285,9836,1976,0.6410757426678055
582,500,8,4,3,20494,1269,9883,1992,0.6427553662576807
583,500,8,4,4,20382,1266,9995,1995,0.6413718478419568
584,500,8,4,5,20341,1257,10036,2004,0.6420769399595678
585,500,8,5,1,20362,1273,10015,1988,0.639969361008729
586,500,8,5,2,20572,1274,9805,1987,0.6432725963393457
587,500,8,5,3,20539,1285,9838,1976,0.6410428230246545
588,500,8,5,4,20366,1258,10011,2003,0.642335108298711
589,500,8,5,5,20254,1256,10123,2005,0.6407982626827416
590,500,8,6,1,20490,1274,9887,1987,0.641922890970152
591,500,8,6,2,20489,1283,9888,1978,0.6405264863463686
592,500,8,6,3,20335,1265,10042,1996,0.6407515634281521
593,500,8,6,4,20439,1280,9938,1981,0.6401634768683279
594,500,8,6,5,20276,1254,10101,2007,0.6414670331578941
595,500,8,7,1,20540,1287,9837,1974,0.6407526284457394
596,500,8,7,2,20433,1277,9944,1984,0.6405246995396106
597,500,8,7,3,20429,1264,9948,1997,0.6424521138564976
598,500,8,7,4,20366,1259,10011,2002,0.6421817810984656
599,500,8,7,5,20393,1257,9984,2004,0.6429328506814957
600,500,9,2,1,21292,1376,9085,1885,0.6394842934487074
601,500,9,2,2,21137,1346,9240,1915,0.6415328371118593
602,500,9,2,3,21047,1331,9330,1930,0.642351361173741
603,500,9,2,4,21073,1339,9304,1922,0.6415526989327424
604,500,9,2,5,20905,1320,9472,1941,0.6417006657127138
605,500,9,3,1,21328,1391,9049,1870,0.6377769390217468
606,500,9,3,2,21235,1357,9142,1904,0.641459300423563
607,500,9,3,3,21051,1341,9326,1920,0.64088392845759
608,500,9,3,4,20941,1317,9436,1944,0.642753200890169
609,500,9,3,5,20941,1329,9436,1932,0.6409132744872251
610,500,9,4,1,21303,1369,9074,1892,0.6407386418877555
611,500,9,4,2,21170,1361,9207,1900,0.6397761032201721
612,500,9,4,3,21086,1349,9291,1912,0.6402334046107712
613,500,9,4,4,21096,1341,9281,1920,0.641624620428489
614,500,9,4,5,20912,1319,9465,1942,0.6419692116639878
615,500,9,5,1,21312,1382,9065,1879,0.638893526678746
616,500,9,5,2,21164,1356,9213,1905,0.6404439802919455
617,500,9,5,3,21187,1354,9190,1907,0.6411292105886733
618,500,9,5,4,21049,1339,9328,1922,0.6411576632149295
619,500,9,5,5,20862,1304,9515,1957,0.6434461285888909
620,500,9,6,1,21198,1357,9179,1904,0.6408502870252684
621,500,9,6,2,21317,1388,9060,1873,0.6380558625851518
622,500,9,6,3,21165,1354,9212,1907,0.6407670945140115
623,500,9,6,4,20848,1304,9529,1957,0.6432156910868335
624,500,9,6,5,20962,1335,9415,1926,0.6403389675388392
625,500,9,7,1,21169,1358,9208,1903,0.6402196249993325
626,500,9,7,2,21270,1366,9107,1895,0.6406554493764989
627,500,9,7,3,21115,1341,9262,1920,0.6419373570384241
628,500,9,7,4,20937,1312,9440,1949,0.6434539976050934
629,500,9,7,5,21001,1340,9376,1921,0.6402142645790586
630,500,10,2,1,22239,1473,8138,1788,0.6401990060569418
631,500,10,2,2,21978,1455,8399,1806,0.6386628822301432
632,500,10,2,3,21872,1442,8505,1819,0.6389113947463257
633,500,10,2,4,21819,1432,8558,1829,0.6395722962052757
634,500,10,2,5,21731,1422,8646,1839,0.6396571039090819
635,500,10,3,1,22101,1475,8276,1786,0.6376208962790273
636,500,10,3,2,21967,1437,8410,1824,0.6412417137972282
637,500,10,3,3,21879,1444,8498,1817,0.6387199590968639
638,500,10,3,4,21739,1406,8638,1855,0.6422420176856113
639,500,10,3,5,21585,1398,8792,1863,0.6409338227649417
640,500,10,4,1,22000,1466,8377,1795,0.6373383991021064
641,500,10,4,2,21958,1452,8419,1809,0.6387936673993684
642,500,10,4,3,21905,1455,8472,1806,0.6374613152551293
643,500,10,4,4,21664,1400,8713,1861,0.6419274942689183
644,500,10,4,5,21540,1394,8837,1867,0.6408064395950239
645,500,10,5,1,22075,1463,8302,1798,0.6390328673210074
646,500,10,5,2,21874,1438,8503,1823,0.6395576231904582
647,500,10,5,3,21762,1421,8615,1840,0.6403206855781689
648,500,10,5,4,21675,1391,8702,1870,0.6434884971084571
649,500,10,5,5,21543,1390,8834,1871,0.641469127860732
650,500,10,6,1,22026,1464,8351,1797,0.6380730088635609
651,500,10,6,2,22042,1462,8335,1799,0.6386430204092601
652,500,10,6,3,21895,1444,8482,1817,0.6389833162420724
653,500,10,6,4,21655,1404,8722,1857,0.6411660470737572
654,500,10,6,5,21434,1368,8943,1893,0.6430482057143958
655,500,10,7,1,22020,1458,8357,1803,0.6388942131355797
656,500,10,7,2,21843,1446,8534,1815,0.6378207511196541
657,500,10,7,3,21828,1422,8549,1839,0.6412537066019087
658,500,10,7,4,21661,1413,8716,1848,0.6398848612010024
659,500,10,7,5,21601,1394,8776,1867,0.6418104887111316
660,500,11,2,1,23204,1624,7173,1637,0.6329303266402883
661,500,11,2,2,22924,1580,7453,1681,0.6350679734099329
662,500,11,2,3,22651,1546,7726,1715,0.6357875669281533
663,500,11,2,4,22385,1499,7992,1762,0.6386156328005914
664,500,11,2,5,22321,1492,8056,1769,0.6386354946214744
665,500,11,3,1,23076,1601,7301,1660,0.6343499950842625
666,500,11,3,2,22902,1576,7475,1685,0.6353191661362526
667,500,11,3,3,22655,1523,7722,1738,0.6393799318200978
668,500,11,3,4,22364,1500,8013,1761,0.6381166493472598
669,500,11,3,5,22338,1478,8039,1783,0.6410618923916931
670,500,11,4,1,22868,1576,7509,1685,0.6347595322026844
671,500,11,4,2,22725,1557,7652,1704,0.6353189945220442
672,500,11,4,3,22649,1536,7728,1725,0.6372879192874554
673,500,11,4,4,22355,1502,8022,1759,0.6376618565525894
674,500,11,4,5,22312,1483,8065,1778,0.6398673010295025
675,500,11,5,1,23058,1589,7319,1672,0.6358936446988467
676,500,11,5,2,22858,1571,7519,1690,0.6353615699881557
677,500,11,5,3,22559,1538,7818,1723,0.6354998809451666
678,500,11,5,4,22457,1508,7920,1753,0.6384207951518219
679,500,11,5,5,22161,1472,8216,1789,0.6390684671742954
680,500,11,6,1,23033,1600,7344,1661,0.6337955499567597
681,500,11,6,2,22712,1547,7665,1714,0.6366382888440154
682,500,11,6,3,22717,1562,7660,1699,0.6344206799482134
683,500,11,6,4,22475,1514,7902,1747,0.6377971087387095
684,500,11,6,5,22204,1484,8173,1777,0.6379363130990995
685,500,11,7,1,22853,1563,7524,1698,0.6365058884822407
686,500,11,7,2,22618,1525,7759,1736,0.6384642640213123
687,500,11,7,3,22683,1548,7694,1713,0.6360076268180797
688,500,11,7,4,22460,1521,7917,1740,0.6364769210133593
689,500,11,7,5,22327,1493,8050,1768,0.6385809263506823
690,500,12,2,1,24040,1743,6337,1518,0.6284448006482414
691,500,12,2,2,23617,1674,6760,1587,0.6320618729387177
692,500,12,2,3,23507,1645,6870,1616,0.6346977813725233
693,500,12,2,4,23180,1603,7197,1658,0.6357551621276274
694,500,12,2,5,23079,1600,7298,1661,0.6345527017492343
695,500,12,3,1,24100,1746,6277,1515,0.6289724083420374
696,500,12,3,2,23676,1684,6701,1577,0.6314997304092211
697,500,12,3,3,23383,1658,6994,1603,0.6306635098939679
698,500,12,3,4,23220,1608,7157,1653,0.635646918989422
699,500,12,3,5,22907,1583,7470,1678,0.634328174842413
700,500,12,4,1,24037,1741,6340,1520,0.6287020755840054
701,500,12,4,2,23735,1694,6642,1567,0.6309375878797243
702,500,12,4,3,23466,1641,6911,1620,0.6346362374889079
703,500,12,4,4,23175,1614,7202,1647,0.6339862638170511
704,500,12,4,5,23088,1588,7289,1673,0.636540766546358
705,500,12,5,1,23954,1723,6423,1538,0.6300957999976519
706,500,12,5,2,23740,1692,6637,1569,0.6313265413880927
707,500,12,5,3,23364,1633,7013,1628,0.6341839532901659
708,500,12,5,4,23107,1608,7270,1653,0.6337869591513867
709,500,12,5,5,23016,1587,7361,1674,0.6355089865931649
710,500,12,6,1,23780,1698,6597,1563,0.6310649710496421
711,500,12,6,2,23697,1683,6680,1578,0.6319987138625526
712,500,12,6,3,23418,1634,6959,1627,0.6349194564549995
713,500,12,6,4,23154,1587,7223,1674,0.6377804419705886
714,500,12,6,5,22984,1576,7393,1685,0.6366688715054465
715,500,12,7,1,23763,1702,6614,1559,0.6301718452818766
716,500,12,7,2,23717,1682,6660,1579,0.6324812374943085
717,500,12,7,3,23445,1649,6932,1612,0.633063963633859
718,500,12,7,4,23176,1609,7201,1652,0.6347693596398533
719,500,12,7,5,23052,1582,7325,1679,0.6368681761711108
720,600,5,2,1,19277,1204,11100,2057,0.6326900314162017
721,600,5,2,2,19381,1218,10996,2043,0.6322552720566228
722,600,5,2,3,19222,1197,11155,2064,0.6328580316312645
723,600,5,2,4,19200,1185,11177,2076,0.6343358419595466
724,600,5,2,5,19230,1208,11147,2053,0.6313031110011704
725,600,5,3,1,19416,1225,10961,2036,0.6317580754100492
726,600,5,3,2,19464,1227,10913,2034,0.6322414924451841
727,600,5,3,3,19149,1206,11228,2055,0.6302765198540428
728,600,5,3,4,19267,1198,11110,2063,0.6334453964019184
729,600,5,3,5,19130,1199,11247,2062,0.6310370736458248
730,600,5,4,1,19450,1233,10927,2028,0.6310910917416548
731,600,5,4,2,19123,1195,11254,2066,0.6315351636957774
732,600,5,4,3,19390,1227,10987,2034,0.6310234656485946
733,600,5,4,4,19358,1219,11019,2042,0.6317233689601403
734,600,5,4,5,19144,1194,11233,2067,0.6320341471491088
735,600,5,5,1,19323,1195,11054,2066,0.6348271280108843
736,600,5,5,2,19461,1222,10916,2039,0.6329587489816841
737,600,5,5,3,19371,1216,11006,2045,0.6323973282413581
738,600,5,5,4,19368,1215,11009,2046,0.6325012759768768
739,600,5,5,5,19471,1217,10906,2044,0.6338899831986661
740,600,5,6,1,19489,1238,10888,2023,0.6309663887818739
741,600,5,6,2,19073,1183,11304,2078,0.6325520990199446
742,600,5,6,3,19368,1218,11009,2043,0.6320412943761409
743,600,5,6,4,19364,1218,11013,2043,0.6319754550898388
744,600,5,6,5,19387,1219,10990,2042,0.6322007037858305
745,600,5,7,1,19189,1196,11188,2065,0.6324681847195174
746,600,5,7,2,19287,1213,11090,2048,0.6314746848297492
747,600,5,7,3,19128,1195,11249,2066,0.631617462803655
748,600,5,7,4,19320,1210,11057,2051,0.6324778405424778
749,600,5,7,5,19239,1203,11138,2058,0.6322178853965769
750,600,6,2,1,19569,1210,10808,2051,0.6365763361147857
751,600,6,2,2,19437,1196,10940,2065,0.6365502204702498
752,600,6,2,3,19443,1200,10934,2061,0.6360356705987217
753,600,6,2,4,19512,1207,10865,2054,0.6360981078857162
754,600,6,2,5,19255,1182,11122,2079,0.635701113746937
755,600,6,3,1,19342,1205,11035,2056,0.6336065926183662
756,600,6,3,2,19448,1190,10929,2071,0.6376512417090526
757,600,6,3,3,19632,1216,10745,2045,0.6366933416725725
758,600,6,3,4,19340,1204,11037,2057,0.6337270001754602
759,600,6,3,5,19668,1229,10709,2032,0.6352926416461024
760,600,6,4,1,19643,1218,10734,2043,0.6365677453094127
761,600,6,4,2,19536,1225,10841,2036,0.6337332539991133
762,600,6,4,3,19381,1187,10996,2074,0.6370084152642277
763,600,6,4,4,19459,1215,10918,2046,0.6339991197402504
764,600,6,4,5,19263,1170,11114,2091,0.6376727187224853
765,600,6,5,1,19367,1191,11010,2070,0.6361646689611891
766,600,6,5,2,19500,1210,10877,2051,0.635440608426074
767,600,6,5,3,19591,1223,10786,2038,0.6349451985862583
768,600,6,5,4,19361,1195,11016,2066,0.6354526012307545
769,600,6,5,5,19478,1204,10899,2057,0.635998455552884
770,600,6,6,1,19556,1217,10821,2044,0.6352890680325866
771,600,6,6,2,19379,1199,10998,2062,0.6351355692181329
772,600,6,6,3,19548,1213,10829,2048,0.6357706982609637
773,600,6,6,4,19533,1221,10844,2040,0.6342971833353681
774,600,6,6,5,19501,1209,10876,2052,0.6356103954478948
775,600,6,7,1,19545,1212,10832,2049,0.6358746459964822
776,600,6,7,2,19340,1188,11037,2073,0.6361802353793855
777,600,6,7,3,19579,1212,10798,2049,0.6364342799300504
778,600,6,7,4,19634,1219,10743,2042,0.6362662797149876
779,600,6,7,5,19584,1222,10793,2039,0.6349833070354748
780,600,7,2,1,20003,1244,10374,2017,0.6385067738702266
781,600,7,2,2,19773,1216,10604,2045,0.6390141765147228
782,600,7,2,3,19898,1236,10479,2025,0.6380051102067581
783,600,7,2,4,19787,1209,10590,2052,0.6403179044184975
784,600,7,2,5,19765,1214,10612,2047,0.6391891523426091
785,600,7,3,1,20023,1233,10354,2028,0.6405225695044358
786,600,7,3,2,19987,1236,10390,2025,0.6394700343269807
787,600,7,3,3,19767,1212,10610,2049,0.6395287263862508
788,600,7,3,4,19821,1214,10556,2047,0.640110902350839
789,600,7,3,5,19781,1214,10596,2047,0.6394525094878176
790,600,7,4,1,19895,1234,10482,2027,0.6382623851425222
791,600,7,4,2,19867,1222,10510,2039,0.6396414365413511
792,600,7,4,3,19835,1219,10542,2042,0.6395747038516699
793,600,7,4,4,19961,1242,10416,2019,0.6381221157645447
794,600,7,4,5,19842,1228,10535,2033,0.6383099778004908
795,600,7,5,1,19901,1226,10476,2035,0.6395877616739379
796,600,7,5,2,19839,1220,10538,2041,0.6394872159377267
797,600,7,5,3,19808,1219,10569,2042,0.6391302886691304
798,600,7,5,4,19710,1205,10667,2056,0.6396638069581627
799,600,7,5,5,19728,1210,10649,2051,0.6391934477452956
800,600,7,6,1,19874,1219,10503,2042,0.6402166368931156
801,600,7,6,2,19728,1207,10649,2054,0.6396534293460316
802,600,7,6,3,19888,1218,10489,2043,0.6406004015954188
803,600,7,6,4,19861,1222,10516,2039,0.6395426776118978
804,600,7,6,5,19843,1225,10534,2036,0.6387864192228022
805,600,7,7,1,19788,1216,10589,2045,0.6392610738383558
806,600,7,7,2,19900,1223,10477,2038,0.6400312834530985
807,600,7,7,3,19825,1211,10552,2050,0.6406367232378773
808,600,7,7,4,19878,1216,10499,2045,0.6407424577801539
809,600,7,7,5,19790,1220,10587,2041,0.6386806846805256
810,600,8,2,1,20489,1285,9888,1976,0.640219831945878
811,600,8,2,2,20452,1257,9925,2004,0.6439039801544523
812,600,8,2,3,20396,1256,9981,2005,0.6431355573464677
813,600,8,2,4,20332,1258,10045,2003,0.6417754743651427
814,600,8,2,5,20391,1258,9986,2003,0.6427466038380993
815,600,8,3,1,20374,1264,10003,1997,0.6415468236698433
816,600,8,3,2,20385,1262,9992,1999,0.6420345361076647
817,600,8,3,3,20419,1259,9958,2002,0.6430541516419689
818,600,8,3,4,20384,1256,9993,2005,0.6429380394875612
819,600,8,3,5,20312,1257,10065,2004,0.6415996051338775
820,600,8,4,1,20586,1279,9791,1982,0.6427363978401767
821,600,8,4,2,20466,1276,9911,1985,0.6412212008518485
822,600,8,4,3,20467,1274,9910,1987,0.6415443150739146
823,600,8,4,4,20400,1268,9977,1993,0.6413614702298259
824,600,8,4,5,20412,1260,9965,2001,0.6427856056906949
825,600,8,5,1,20543,1294,9834,1967,0.6397287175087488
826,600,8,5,2,20454,1268,9923,1993,0.6422503005949047
827,600,8,5,3,20484,1280,9893,1981,0.6409041688392269
828,600,8,5,4,20432,1277,9945,1984,0.6405082397180349
829,600,8,5,5,20299,1252,10078,2009,0.6421522634546221
830,600,8,6,1,20529,1274,9848,1987,0.6425648240115978
831,600,8,6,2,20355,1263,10022,1998,0.6413874142601536
832,600,8,6,3,20470,1273,9907,1988,0.6417470217388866
833,600,8,6,4,20339,1262,10038,1999,0.6412773843151902
834,600,8,6,5,20337,1254,10040,2007,0.6424710822740017
